timestamp,household,solar_kWh,load_kWh,price_per_kWh,transaction_type
2023-06-03 02:30:00,H1,0.0,0.84,0.21,GENERATION/DEMAND
2023-06-03 02:45:00,H1,0.0,0.74,0.21,GENERATION/DEMAND
2023-06-03 03:00:00,H4,0.0,0.95,0.209,GENERATION/DEMAND
2023-06-03 03:15:00,H3,0.0,0.67,0.209,GENERATION/DEMAND
2023-06-03 03:30:00,H5,0.0,0.79,0.208,GENERATION/DEMAND
2023-06-03 03:45:00,H3,0.0,0.78,0.208,GENERATION/DEMAND
2023-06-03 04:00:00,H4,0.0,0.84,0.207,GENERATION/DEMAND
2023-06-03 04:15:00,H4,0.0,1.04,0.207,GENERATION/DEMAND
2023-06-03 04:30:00,H3,0.0,0.89,0.206,GENERATION/DEMAND
2023-06-03 04:45:00,H4,0.0,1.06,0.206,GENERATION/DEMAND
2023-06-03 05:00:00,H3,0.0,0.95,0.205,GENERATION/DEMAND
2023-06-03 05:15:00,H2,0.0,0.83,0.205,GENERATION/DEMAND
2023-06-03 05:30:00,H3,0.0,1.09,0.204,GENERATION/DEMAND
2023-06-03 05:45:00,H3,0.0,0.77,0.204,GENERATION/DEMAND
2023-06-03 06:00:00,H4,0.0,0.77,0.203,GENERATION/DEMAND
2023-06-03 06:15:00,H4,0.27,0.92,0.203,GENERATION/DEMAND
2023-06-03 06:30:00,H1,0.49,0.78,0.202,GENERATION/DEMAND
2023-06-03 06:45:00,H1,0.89,0.64,0.201,GENERATION/DEMAND
2023-06-03 07:00:00,H2,0.76,0.99,0.201,GENERATION/DEMAND
2023-06-03 07:15:00,H1,0.88,0.91,0.2,GENERATION/DEMAND
2023-06-03 07:30:00,H3,1.65,0.86,0.2,P2P_TRADE
2023-06-03 07:45:00,H4,1.51,1.14,0.199,GENERATION/DEMAND
2023-06-03 08:00:00,H1,2.13,0.91,0.198,P2P_TRADE
2023-06-03 08:15:00,H1,2.41,1.05,0.198,P2P_TRADE
2023-06-03 08:30:00,H2,1.56,0.66,0.197,GENERATION/DEMAND
2023-06-03 08:45:00,H2,2.81,0.87,0.197,GENERATION/DEMAND
2023-06-03 09:00:00,H3,2.35,1.0,0.196,GENERATION/DEMAND
2023-06-03 09:15:00,H4,2.57,0.84,0.195,GENERATION/DEMAND
2023-06-03 09:30:00,H2,2.88,0.89,0.195,GENERATION/DEMAND
2023-06-03 09:45:00,H1,3.48,0.71,0.194,P2P_TRADE
2023-06-03 10:00:00,H4,2.03,0.56,0.193,GENERATION/DEMAND
2023-06-03 10:15:00,H4,2.88,0.71,0.193,GENERATION/DEMAND
2023-06-03 10:30:00,H1,3.3,0.66,0.192,GENERATION/DEMAND
2023-06-03 10:45:00,H2,3.39,0.84,0.191,GENERATION/DEMAND
2023-06-03 11:00:00,H1,3.35,0.56,0.19,GENERATION/DEMAND
2023-06-03 11:15:00,H4,2.33,0.82,0.19,P2P_TRADE
2023-06-03 11:30:00,H5,2.61,0.79,0.189,P2P_TRADE
2023-06-03 11:45:00,H5,2.67,0.51,0.188,GENERATION/DEMAND
2023-06-03 12:00:00,H3,3.37,0.52,0.188,GENERATION/DEMAND
2023-06-03 12:15:00,H1,2.4,0.69,0.187,P2P_TRADE
2023-06-03 12:30:00,H1,2.21,0.68,0.186,GENERATION/DEMAND
2023-06-03 12:45:00,H3,3.26,0.49,0.185,GENERATION/DEMAND
2023-06-03 13:00:00,H3,1.71,0.43,0.185,GENERATION/DEMAND
2023-06-03 13:15:00,H3,2.96,0.47,0.184,GENERATION/DEMAND
2023-06-03 13:30:00,H4,2.35,0.49,0.183,P2P_TRADE
2023-06-03 13:45:00,H1,2.33,0.36,0.182,P2P_TRADE
2023-06-03 14:00:00,H4,1.55,0.46,0.181,GENERATION/DEMAND
2023-06-03 14:15:00,H3,1.11,0.28,0.181,GENERATION/DEMAND
2023-06-03 14:30:00,H1,1.56,0.26,0.18,P2P_TRADE
2023-06-03 14:45:00,H4,1.38,0.32,0.179,P2P_TRADE
2023-06-03 15:00:00,H4,1.06,0.3,0.178,P2P_TRADE
2023-06-03 15:15:00,H3,0.55,0.28,0.177,P2P_TRADE
2023-06-03 15:30:00,H1,0.54,0.3,0.177,GENERATION/DEMAND
2023-06-03 15:45:00,H3,0.27,0.26,0.176,P2P_TRADE
2023-06-03 16:00:00,H1,0.0,0.22,0.175,GENERATION/DEMAND
2023-06-03 16:15:00,H5,0.0,0.23,0.174,GENERATION/DEMAND
2023-06-03 16:30:00,H2,0.0,0.33,0.173,GENERATION/DEMAND
2023-06-03 16:45:00,H2,0.0,0.23,0.172,GENERATION/DEMAND
2023-06-03 17:00:00,H2,0.0,0.23,0.172,GENERATION/DEMAND
2023-06-03 17:15:00,H3,0.0,0.25,0.171,GENERATION/DEMAND
2023-06-03 17:30:00,H5,0.0,0.3,0.17,GENERATION/DEMAND
2023-06-03 17:45:00,H1,0.0,0.19,0.169,GENERATION/DEMAND
2023-06-03 18:00:00,H4,0.0,0.26,0.168,GENERATION/DEMAND
2023-06-03 18:15:00,H1,0.0,0.26,0.167,GENERATION/DEMAND
2023-06-03 18:30:00,H4,0.0,0.25,0.166,GENERATION/DEMAND
2023-06-03 18:45:00,H1,0.0,0.18,0.165,GENERATION/DEMAND
2023-06-03 19:00:00,H5,0.0,0.27,0.165,GENERATION/DEMAND
2023-06-03 19:15:00,H4,0.0,0.18,0.164,GENERATION/DEMAND
2023-06-03 19:30:00,H3,0.0,0.27,0.163,GENERATION/DEMAND
2023-06-03 19:45:00,H1,0.0,0.3,0.162,GENERATION/DEMAND
2023-06-03 20:00:00,H1,0.0,0.23,0.161,GENERATION/DEMAND
2023-06-03 20:15:00,H4,0.0,0.35,0.16,GENERATION/DEMAND
2023-06-03 20:30:00,H3,0.0,0.22,0.159,GENERATION/DEMAND
2023-06-03 20:45:00,H3,0.0,0.38,0.158,GENERATION/DEMAND
2023-06-03 21:00:00,H5,0.0,0.32,0.157,GENERATION/DEMAND
2023-06-03 21:15:00,H3,0.0,0.29,0.156,GENERATION/DEMAND
2023-06-03 21:30:00,H3,0.0,0.28,0.155,GENERATION/DEMAND
2023-06-03 21:45:00,H3,0.0,0.49,0.154,GENERATION/DEMAND
2023-06-03 22:00:00,H2,0.0,0.3,0.153,GENERATION/DEMAND
2023-06-03 22:15:00,H5,0.0,0.35,0.153,GENERATION/DEMAND
2023-06-03 22:30:00,H1,0.0,0.4,0.152,GENERATION/DEMAND
2023-06-03 22:45:00,H4,0.0,0.5,0.151,GENERATION/DEMAND
2023-06-03 23:00:00,H1,0.0,0.5,0.15,GENERATION/DEMAND
2023-06-03 23:15:00,H5,0.0,0.39,0.149,GENERATION/DEMAND
2023-06-03 23:30:00,H4,0.0,0.46,0.148,GENERATION/DEMAND
2023-06-03 23:45:00,H5,0.0,0.46,0.147,GENERATION/DEMAND
2023-06-04 00:00:00,H3,0.0,0.47,0.146,GENERATION/DEMAND
2023-06-04 00:15:00,H4,0.0,0.57,0.145,GENERATION/DEMAND
2023-06-04 00:30:00,H3,0.0,0.7,0.144,GENERATION/DEMAND
2023-06-04 00:45:00,H1,0.0,0.53,0.143,GENERATION/DEMAND
2023-06-04 01:00:00,H1,0.0,0.61,0.142,GENERATION/DEMAND
2023-06-04 01:15:00,H4,0.0,0.64,0.141,GENERATION/DEMAND
2023-06-04 01:30:00,H4,0.0,0.91,0.14,GENERATION/DEMAND
2023-06-04 01:45:00,H5,0.0,0.93,0.139,GENERATION/DEMAND
2023-06-04 02:00:00,H5,0.0,0.88,0.138,GENERATION/DEMAND
2023-06-04 02:15:00,H3,0.0,0.65,0.137,GENERATION/DEMAND
2023-06-04 02:30:00,H4,0.0,0.58,0.136,GENERATION/DEMAND
2023-06-04 02:45:00,H1,0.0,0.71,0.135,GENERATION/DEMAND
2023-06-04 03:00:00,H5,0.0,0.7,0.134,GENERATION/DEMAND
2023-06-04 03:15:00,H5,0.0,0.84,0.133,GENERATION/DEMAND
2023-06-04 03:30:00,H1,0.0,0.99,0.132,GENERATION/DEMAND
2023-06-04 03:45:00,H5,0.0,1.05,0.131,GENERATION/DEMAND
2023-06-04 04:00:00,H3,0.0,1.06,0.13,GENERATION/DEMAND
2023-06-04 04:15:00,H4,0.0,0.81,0.129,GENERATION/DEMAND
2023-06-04 04:30:00,H1,0.0,1.0,0.128,GENERATION/DEMAND
2023-06-04 04:45:00,H4,0.0,0.8,0.127,GENERATION/DEMAND
2023-06-04 05:00:00,H5,0.0,0.67,0.126,GENERATION/DEMAND
2023-06-04 05:15:00,H5,0.0,1.03,0.125,GENERATION/DEMAND
2023-06-04 05:30:00,H1,0.0,0.64,0.124,GENERATION/DEMAND
2023-06-04 05:45:00,H3,0.0,0.87,0.123,GENERATION/DEMAND
2023-06-04 06:00:00,H2,0.0,0.82,0.122,GENERATION/DEMAND
2023-06-04 06:15:00,H1,0.23,1.03,0.121,GENERATION/DEMAND
2023-06-04 06:30:00,H2,0.41,1.07,0.12,GENERATION/DEMAND
2023-06-04 06:45:00,H2,0.55,0.8,0.119,GENERATION/DEMAND
2023-06-04 07:00:00,H3,1.0,1.08,0.118,GENERATION/DEMAND
2023-06-04 07:15:00,H2,0.84,0.79,0.117,GENERATION/DEMAND
2023-06-04 07:30:00,H2,1.57,0.86,0.116,GENERATION/DEMAND
2023-06-04 07:45:00,H3,1.4,1.01,0.115,GENERATION/DEMAND
2023-06-04 08:00:00,H2,1.23,0.98,0.114,GENERATION/DEMAND
2023-06-04 08:15:00,H2,1.96,1.12,0.113,P2P_TRADE
2023-06-04 08:30:00,H2,1.54,0.71,0.112,GENERATION/DEMAND
2023-06-04 08:45:00,H1,1.97,0.92,0.111,P2P_TRADE
2023-06-04 09:00:00,H1,2.73,0.87,0.11,P2P_TRADE
2023-06-04 09:15:00,H1,1.89,1.01,0.109,GENERATION/DEMAND
2023-06-04 09:30:00,H3,3.22,0.62,0.108,GENERATION/DEMAND
2023-06-04 09:45:00,H5,1.95,0.88,0.107,GENERATION/DEMAND
2023-06-04 10:00:00,H2,2.42,0.78,0.106,GENERATION/DEMAND
2023-06-04 10:15:00,H2,3.34,0.63,0.105,P2P_TRADE
2023-06-04 10:30:00,H3,2.64,0.7,0.104,GENERATION/DEMAND
2023-06-04 10:45:00,H2,2.28,0.62,0.103,GENERATION/DEMAND
2023-06-04 11:00:00,H1,2.75,0.7,0.102,GENERATION/DEMAND
2023-06-04 11:15:00,H5,2.58,0.79,0.101,GENERATION/DEMAND
2023-06-04 11:30:00,H4,3.57,0.65,0.1,GENERATION/DEMAND
2023-06-04 11:45:00,H2,2.59,0.65,0.099,GENERATION/DEMAND
2023-06-04 12:00:00,H1,3.35,0.58,0.098,GENERATION/DEMAND
2023-06-04 12:15:00,H4,3.42,0.4,0.097,GENERATION/DEMAND
2023-06-04 12:30:00,H5,2.57,0.44,0.096,P2P_TRADE
2023-06-04 12:45:00,H4,3.19,0.51,0.095,P2P_TRADE
2023-06-04 13:00:00,H1,2.25,0.43,0.094,GENERATION/DEMAND
2023-06-04 13:15:00,H4,2.92,0.37,0.093,GENERATION/DEMAND
2023-06-04 13:30:00,H3,1.6,0.44,0.093,P2P_TRADE
2023-06-04 13:45:00,H4,2.17,0.38,0.092,GENERATION/DEMAND
2023-06-04 14:00:00,H2,1.76,0.34,0.091,GENERATION/DEMAND
2023-06-04 14:15:00,H2,1.46,0.37,0.09,GENERATION/DEMAND
2023-06-04 14:30:00,H3,1.47,0.28,0.089,P2P_TRADE
2023-06-04 14:45:00,H1,1.29,0.44,0.088,GENERATION/DEMAND
2023-06-04 15:00:00,H2,0.65,0.41,0.087,P2P_TRADE
2023-06-04 15:15:00,H5,0.56,0.36,0.086,P2P_TRADE
2023-06-04 15:30:00,H2,0.53,0.23,0.085,P2P_TRADE
